,disp_id,account_id,disposition_type,account_frequency,account_creation,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 
115,124,103,OWNER,monthly issuance,960310,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,31,False,670921,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
116,125,104,OWNER,monthly issuance,930415,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,62,False,361031,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
117,126,104,DISPONENT,monthly issuance,930415,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,69,True,290927,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
118,127,105,OWNER,monthly issuance,970710,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,48,True,501227,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
119,128,106,OWNER,monthly issuance,941127,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,25,True,730404,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
120,129,107,OWNER,monthly issuance,931105,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,51,True,470531,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
121,130,108,OWNER,monthly issuance,950310,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,56,False,420214,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
122,131,109,OWNER,monthly issuance,970420,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,21,True,770131,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
123,132,110,OWNER,monthly issuance,960717,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,45,False,530126,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
124,134,112,OWNER,monthly issuance,930312,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,66,False,320118,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
125,135,112,DISPONENT,monthly issuance,930312,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,60,True,380910,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
126,136,113,OWNER,monthly issuance,960722,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,77,True,210126,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
127,137,114,OWNER,monthly issuance,970314,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,75,False,230914,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
128,138,115,OWNER,monthly issuance,930319,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,26,True,721021,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
129,139,116,OWNER,monthly issuance,960321,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,39,True,590725,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
130,140,116,DISPONENT,monthly issuance,960321,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,37,False,610606,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
131,141,117,OWNER,monthly issuance,930905,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,73,False,251102,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
132,142,118,OWNER,monthly issuance,970918,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,61,False,370621,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
133,143,119,OWNER,monthly issuance,930525,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,20,False,780709,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
134,144,120,OWNER,weekly issuance,950616,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,40,False,581206,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
135,145,121,OWNER,monthly issuance,971011,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,20,False,780214,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
136,146,122,OWNER,monthly issuance,961030,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,37,True,611219,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
137,147,123,OWNER,monthly issuance,930313,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,65,True,331102,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
138,148,123,DISPONENT,monthly issuance,930313,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,58,False,401225,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
139,149,124,OWNER,monthly issuance,971228,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,50,False,480627,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
140,150,125,OWNER,issuance after transaction,960907,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,18,True,800927,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
141,151,126,OWNER,monthly issuance,931023,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,27,True,710923,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
142,152,127,OWNER,monthly issuance,940202,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,53,True,451202,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
143,153,128,OWNER,monthly issuance,930219,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,17,True,810212,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
144,154,129,OWNER,monthly issuance,971001,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,65,False,330827,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
145,155,129,DISPONENT,monthly issuance,971001,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,59,True,390313,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
146,156,130,OWNER,monthly issuance,970212,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,68,True,300722,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
147,157,131,OWNER,monthly issuance,950613,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,55,True,430709,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
148,158,132,OWNER,issuance after transaction,960511,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,53,True,450703,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
149,159,132,DISPONENT,issuance after transaction,960511,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,60,False,380910,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
150,160,133,OWNER,weekly issuance,971011,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,56,True,420426,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
151,161,134,OWNER,monthly issuance,971210,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,55,True,431007,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
152,162,135,OWNER,monthly issuance,930615,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,57,False,411017,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
153,163,136,OWNER,monthly issuance,960514,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,65,False,330612,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
154,164,137,OWNER,monthly issuance,960719,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,36,True,620404,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
155,165,138,OWNER,monthly issuance,950919,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,30,False,681108,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
156,166,138,DISPONENT,monthly issuance,950919,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,37,True,611022,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
157,167,139,OWNER,weekly issuance,970515,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,20,True,780418,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
158,168,140,OWNER,monthly issuance,960625,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,22,True,761105,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
159,169,141,OWNER,monthly issuance,960306,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,45,False,530912,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
160,170,141,DISPONENT,monthly issuance,960306,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,52,True,460616,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
161,171,142,OWNER,monthly issuance,930215,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,69,False,290625,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
162,172,142,DISPONENT,monthly issuance,930215,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,63,True,351005,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
163,173,143,OWNER,monthly issuance,961127,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,80,True,181208,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
164,174,144,OWNER,weekly issuance,970403,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,20,False,781110,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
165,175,145,OWNER,monthly issuance,960103,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,38,False,600713,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
166,176,146,OWNER,monthly issuance,930902,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,69,False,290311,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
167,178,148,OWNER,monthly issuance,930621,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,38,False,601222,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
168,179,149,OWNER,monthly issuance,971116,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,18,False,801229,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
169,180,150,OWNER,monthly issuance,950316,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,16,False,820119,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
170,181,151,OWNER,monthly issuance,930906,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,31,False,670706,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
171,182,151,DISPONENT,monthly issuance,930906,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,39,True,590713,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
172,183,152,OWNER,monthly issuance,960412,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,20,True,780319,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
173,184,152,DISPONENT,monthly issuance,960412,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,26,False,720605,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
174,185,153,OWNER,monthly issuance,930919,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,44,False,540530,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
175,186,154,OWNER,monthly issuance,940621,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,37,True,610222,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
176,187,155,OWNER,monthly issuance,951107,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,56,False,420823,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
177,188,156,OWNER,monthly issuance,971022,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,38,False,600902,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
178,189,157,OWNER,monthly issuance,970328,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,79,False,190810,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
179,190,158,OWNER,monthly issuance,950315,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,51,True,471031,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
180,191,158,DISPONENT,monthly issuance,950315,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,44,False,540903,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
181,192,159,OWNER,monthly issuance,970211,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,27,False,710228,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
182,193,160,OWNER,monthly issuance,930904,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,36,False,620501,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
183,194,161,OWNER,monthly issuance,940704,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,74,True,241220,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
184,195,162,OWNER,monthly issuance,930825,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,79,False,191118,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
185,196,162,DISPONENT,monthly issuance,930825,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,71,True,270625,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
186,197,163,OWNER,monthly issuance,930127,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,65,False,330425,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804
187,198,164,OWNER,monthly issuance,960913,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,22,False,760714,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
188,199,165,OWNER,monthly issuance,930601,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,75,False,230621,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
189,200,165,DISPONENT,monthly issuance,930601,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,70,True,280113,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
190,201,166,OWNER,monthly issuance,960820,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,68,True,300819,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
191,202,167,OWNER,weekly issuance,960226,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,22,True,761121,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
192,203,168,OWNER,monthly issuance,930427,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,36,False,620610,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
193,204,168,DISPONENT,monthly issuance,930427,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,True,670617,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
194,205,169,OWNER,monthly issuance,950928,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,56,True,420615,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
195,206,170,OWNER,monthly issuance,960702,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,35,True,630413,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
196,207,171,OWNER,monthly issuance,960608,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,66,False,320520,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
197,208,172,OWNER,monthly issuance,930830,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,58,True,400625,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
198,209,172,DISPONENT,monthly issuance,930830,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,63,False,350820,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
199,210,173,OWNER,monthly issuance,931126,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,59,False,391130,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
200,211,173,DISPONENT,monthly issuance,931126,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,53,True,450628,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
201,212,174,OWNER,monthly issuance,960904,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,23,False,750210,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
202,215,176,OWNER,weekly issuance,960812,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,31,False,670924,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
203,216,177,OWNER,monthly issuance,970926,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,38,False,600130,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
204,217,178,OWNER,monthly issuance,970906,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,24,True,741222,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
205,218,179,OWNER,weekly issuance,970922,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,18,True,800123,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
206,219,180,OWNER,weekly issuance,931214,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,34,True,640402,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
207,221,181,OWNER,monthly issuance,960611,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,True,770225,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
208,222,182,OWNER,monthly issuance,960824,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,26,True,720629,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
209,223,183,OWNER,monthly issuance,931212,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,46,True,520227,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
210,224,184,OWNER,monthly issuance,960221,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,43,False,550511,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
211,225,185,OWNER,monthly issuance,970704,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,62,False,360510,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
212,226,186,OWNER,weekly issuance,930729,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,56,False,420616,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
213,227,187,OWNER,monthly issuance,930328,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,72,True,261218,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
214,228,188,OWNER,monthly issuance,930420,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,42,True,560316,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
215,229,189,OWNER,monthly issuance,970416,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,29,False,690722,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
216,230,190,OWNER,monthly issuance,950302,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,31,True,670310,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
217,231,191,OWNER,monthly issuance,970317,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,57,False,410218,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
218,232,192,OWNER,monthly issuance,930108,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,77,True,210617,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
219,233,193,OWNER,monthly issuance,961222,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,40,True,581203,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
220,234,193,DISPONENT,monthly issuance,961222,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,43,False,550621,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
221,235,194,OWNER,monthly issuance,960801,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,55,True,430828,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
222,236,195,OWNER,monthly issuance,970227,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,37,False,610901,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
223,237,195,DISPONENT,monthly issuance,970227,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,29,True,690222,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
224,238,196,OWNER,monthly issuance,931114,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,37,True,611128,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
225,239,197,OWNER,monthly issuance,930225,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24,True,740910,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
226,240,198,OWNER,monthly issuance,931025,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,69,True,290617,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
227,241,199,OWNER,monthly issuance,961026,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,39,False,590123,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
228,242,200,OWNER,monthly issuance,940703,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,37,True,610801,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
229,243,201,OWNER,monthly issuance,941102,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,44,False,540210,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
