loan_id,loan_date,loan_value,loan_duration,payments,loan_success,account_frequency,account_creation,account_district code ,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,client_district code ,client_district region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,card_type,card issue,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
6539,980711,12792,12,1066,,monthly issuance,970524,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,25,True,730719,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,no card,0,4112.0,38120.5,78.0,14.6,9254.0,2558.964102564102,900.0,42247.1,28534.937179487173
5774,980712,96984,36,2694,,monthly issuance,970928,8,central Bohemia,112065,95,19,7,1,8,69.4,11277,6.43,1.44,127,1358.0,4987,26,False,720128,8,central Bohemia,112065,95,19,7,1,8,69.4,11277,6.43,1.44,127,1358.0,4987,no card,0,10900.0,13446.7,55.0,10.6,24243.0,6375.06909090909,800.0,50063.3,21298.78000000001
6357,980712,64860,60,1081,,monthly issuance,961228,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,19,True,791102,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,no card,0,13405.0,54222.1,132.0,14.0,20107.5,3912.8401515151504,200.0,67060.0,44890.03333333328
5042,980712,331584,48,6908,,monthly issuance,961124,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,25,True,730526,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,no card,0,2280.0,55494.8,101.0,14.6,33590.0,9274.97920792079,400.0,73943.0,42007.366336633655
5015,980712,109344,12,9112,,monthly issuance,970223,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,54,True,441025,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,classic,971205,8928.0,66657.0,93.0,14.6,28588.0,7501.674193548384,1000.0,80433.2,48376.2580645161
5354,980714,290820,60,4847,,monthly issuance,970806,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,61,False,371028,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,no card,0,48.0,53388.9,84.0,14.0,28840.0,5449.588095238095,900.0,62178.2,44617.08095238094
6054,980716,58764,12,4897,,monthly issuance,970224,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,52,True,460101,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,16118.0,55172.0,34.0,14.6,49991.0,9266.1,700.0,71290.0,32543.264705882357
7295,980718,280440,60,4674,,monthly issuance,961105,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,46,True,520909,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,10921.0,31303.2,106.0,14.6,61000.0,8138.691509433959,1000.0,102466.2,38619.10283018872
5365,980719,271260,60,4521,,monthly issuance,970417,37,north Bohemia,114006,71,26,6,2,9,62.3,9065,6.43,5.39,123,1358.0,4166,27,False,710106,37,north Bohemia,114006,71,26,6,2,9,62.3,9065,6.43,5.39,123,1358.0,4166,no card,0,4300.0,11584.9,73.0,14.6,15400.0,4752.286301369863,700.0,36763.1,14873.37808219177
6755,980724,170700,60,2845,,monthly issuance,970518,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,27,False,710804,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,no card,0,600.0,27372.9,91.0,14.6,25605.0,6021.05824175824,400.0,56839.2,28620.39780219781
5991,980727,335184,48,6983,,monthly issuance,970621,67,north Moravia,106054,38,25,6,2,6,63.1,8110,6.43,6.55,109,1358.0,3079,20,True,780403,67,north Moravia,106054,38,25,6,2,6,63.1,8110,6.43,6.55,109,1358.0,3079,no card,0,19200.0,16401.1,88.0,5.4,62850.0,13247.83181818182,-6652.7,100570.6,38710.01136363636
7035,980729,210744,36,5854,,monthly issuance,971129,64,south Moravia,197099,29,41,10,2,10,74.7,9624,6.43,2.31,145,1358.0,4265,20,False,781129,64,south Moravia,197099,29,41,10,2,10,74.7,9624,6.43,2.31,145,1358.0,4265,no card,0,13300.0,31772.1,39.0,14.6,52688.0,15475.120512820513,200.0,87392.9,51175.19230769233
5893,980803,86184,36,2394,,weekly issuance,970413,17,south Bohemia,74062,99,15,4,2,7,61.4,8114,6.43,2.62,119,1358.0,1181,30,False,680831,17,south Bohemia,74062,99,15,4,2,7,61.4,8114,6.43,2.62,119,1358.0,1181,no card,0,122.5,28834.1,84.0,30.0,27900.0,5841.5976190476185,300.0,48830.7,28459.645238095258
7164,980815,249792,48,5204,,monthly issuance,971104,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,33,False,650113,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,no card,0,31225.0,70038.5,45.0,14.6,72000.0,14423.168888888886,700.0,94979.3,58128.03111111112
5304,980820,172272,24,7178,,monthly issuance,970923,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,55,False,430312,71,north Moravia,161227,5,35,11,4,10,69.7,8678,6.43,5.57,102,1358.0,4595,no card,0,17700.0,72563.9,55.0,14.6,65892.0,17945.659999999996,300.0,126478.3,61146.52363636366
5561,980829,437460,60,7291,,monthly issuance,971021,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,45,True,530624,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,1800.0,34015.2,53.0,14.6,65622.0,17617.005660377356,900.0,101929.2,48935.43584905662
5520,980830,231168,48,4816,,monthly issuance,961225,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,20,True,780511,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,junior,970806,3700.0,45405.1,144.0,14.6,67348.0,13155.383333333337,300.0,122436.6,54598.83888888885
5241,980902,125472,24,5228,,monthly issuance,970805,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,58,False,401125,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,no card,0,14.6,17273.4,97.0,14.6,60900.0,10944.51237113402,800.0,117375.0,48989.18247422684
7096,980902,37812,12,3151,,monthly issuance,970501,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,33,True,650126,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,no card,0,14.6,67407.8,130.0,14.6,54100.0,14400.969230769237,900.0,126763.3,54062.0792307692
6078,980909,170832,48,3559,,monthly issuance,970918,15,south Bohemia,58796,22,16,7,1,5,51.9,9045,6.43,3.6,124,1358.0,1879,28,False,700107,15,south Bohemia,58796,22,16,7,1,5,51.9,9045,6.43,3.6,124,1358.0,1879,no card,0,260.7,52140.0,65.0,14.6,67833.0,15992.552307692302,700.0,121425.0,65037.9292307692
5046,980909,42816,12,3568,,monthly issuance,970608,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,61,False,370601,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,no card,0,2700.0,18696.6,85.0,14.6,10486.0,3205.855294117648,1100.0,31616.5,17076.756470588225
5334,980910,209040,24,8710,,monthly issuance,970920,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,19,False,790325,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,17994.0,57504.2,66.0,14.6,45440.0,6884.192424242423,900.0,74276.7,44982.42272727275
6969,980912,88200,36,2450,,monthly issuance,970607,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,54,False,441203,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,no card,0,3684.0,56477.5,91.0,14.6,22052.0,5375.56923076923,1100.0,60161.5,37386.85604395604
6821,980915,321936,48,6707,,monthly issuance,961022,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,37,True,610408,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,3000.0,62516.8,178.0,14.6,19533.0,4220.937078651684,400.0,62516.8,32014.60280898878
5760,980918,74916,36,2081,,monthly issuance,961123,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,56,False,420916,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,2300.0,43455.2,169.0,14.6,59600.0,11652.356804733732,600.0,143676.5,56133.65266272182
5614,980921,253560,60,4226,,monthly issuance,961215,39,north Bohemia,119895,17,4,3,2,4,89.9,10446,6.43,9.4,90,1358.0,4743,47,True,510620,39,north Bohemia,119895,17,4,3,2,4,89.9,10446,6.43,9.4,90,1358.0,4743,no card,0,3900.0,36718.7,108.0,14.6,38038.0,10335.426851851851,900.0,76509.7,39822.71111111109
7091,980922,113436,36,3151,,monthly issuance,970903,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,42,False,560101,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,no card,0,18505.0,110482.6,104.0,14.6,62000.0,17805.063461538466,200.0,131410.1,68510.41730769225
5698,980922,174840,60,2914,,monthly issuance,970829,58,south Moravia,109164,98,16,6,1,4,63.6,8757,6.43,3.95,96,1358.0,2471,47,True,510507,58,south Moravia,109164,98,16,6,1,4,63.6,8757,6.43,3.95,96,1358.0,2471,no card,0,5440.0,27706.0,87.0,10.2,26224.0,5778.616091954022,1100.0,64669.5,34822.46896551725
5169,980924,253200,60,4220,,monthly issuance,970215,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,62,False,361127,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,no card,0,2612.0,48603.2,134.0,14.6,46619.0,5916.702985074624,1000.0,96491.4,34086.208955223854
7294,980927,39168,24,1632,,monthly issuance,971015,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,19,True,790222,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,no card,0,20308.0,62119.2,54.0,14.6,30462.0,7977.972222222223,300.0,81495.6,55438.85185185188
5318,980930,385584,48,8033,,monthly issuance,970516,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,24,False,741022,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,no card,0,15086.0,18109.0,78.0,14.6,61900.0,12108.597435897436,400.0,118267.7,69656.36923076924
5368,981005,44640,24,1860,,monthly issuance,970814,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,41,False,570211,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,14.6,39246.8,67.0,14.6,40000.0,6752.08805970149,600.0,65663.5,41154.27910447761
6923,981005,44640,24,1860,,monthly issuance,970814,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,41,False,570211,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,14.6,38043.6,67.0,14.6,40000.0,6769.947761194027,600.0,65444.3,41961.44925373136
5463,981006,17952,12,1496,,monthly issuance,971027,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,44,True,540222,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,no card,0,14.6,31061.4,58.0,11.9,23582.0,6297.549999999999,500.0,46705.2,28597.88620689656
5265,981007,165780,60,2763,,weekly issuance,970207,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,47,False,510724,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,no card,0,30.0,43363.9,113.0,11.5,48000.0,9700.006194690268,413.3,116112.4,45342.20442477879
6321,981008,38496,12,3208,,monthly issuance,970913,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,34,True,640130,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,classic,980924,327.1,92238.0,36.0,14.6,38123.0,7807.824999999999,800.0,92238.0,42732.3361111111
5226,981011,185544,36,5154,,monthly issuance,971222,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,59,False,390929,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,no card,0,1762.0,13694.4,35.0,14.6,29159.0,7575.054285714286,200.0,70887.8,27729.91714285716
6868,981012,82128,24,3422,,monthly issuance,970524,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,29,False,690403,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,no card,0,20529.0,37167.7,121.0,14.6,30794.0,6249.39421487603,871.3,70376.1,33221.211570247935
4967,981014,318480,60,5308,,monthly issuance,970818,20,south Bohemia,70646,94,14,3,1,4,58.4,8547,6.43,3.64,120,1358.0,1542,46,False,520826,20,south Bohemia,70646,94,14,3,1,4,58.4,8547,6.43,3.64,120,1358.0,1542,no card,0,11200.0,16367.8,116.0,0.4,47785.0,7571.999137931034,-1011.2,104761.5,39953.97068965512
5293,981029,189792,48,3954,,monthly issuance,970201,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,58,False,400607,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,no card,0,3200.0,37600.4,128.0,14.6,35589.0,8240.795312499999,500.0,78411.8,34760.22890625003
5865,981030,327660,60,5461,,monthly issuance,970108,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,56,True,420318,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,no card,0,18148.0,59536.5,126.0,14.6,48563.0,11424.458730158734,1000.0,112775.8,49281.73888888888
5841,981104,41988,12,3499,,monthly issuance,970220,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,25,False,730309,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,no card,0,234.4,57965.7,129.0,14.6,33280.0,4462.624031007751,200.0,57965.7,37122.396124031
5526,981108,69624,36,1934,,monthly issuance,970402,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,51,False,470123,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,classic,980109,14.6,49855.6,145.0,14.6,43520.0,5552.080689655171,1100.0,74473.4,49145.70758620691
6852,981110,16032,48,334,,monthly issuance,970818,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,33,True,651208,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,no card,0,56.0,30634.0,121.0,14.6,21014.0,3563.787603305785,500.0,53314.4,23124.206611570266
6469,981117,99744,24,4156,,weekly issuance,970612,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,27,True,710828,7,central Bohemia,94725,38,28,1,3,6,63.4,9920,6.43,2.87,130,1358.0,4846,no card,0,8089.0,71878.9,102.0,30.0,37408.0,8674.164705882353,700.0,79967.9,40126.968627451
6168,981121,99216,36,2756,,monthly issuance,970904,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,47,True,510322,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,10120.0,30810.9,86.0,14.6,54500.0,12681.030232558143,300.0,124071.7,57018.61744186052
7292,981122,317460,60,5291,,monthly issuance,970711,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,23,False,751120,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,38736.0,76508.5,145.0,14.6,61700.0,14354.505517241383,700.0,135890.4,64978.07241379313
5036,981125,91248,48,1901,,monthly issuance,970425,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,25,True,730108,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,no card,0,19100.0,14866.7,99.0,14.6,28726.0,7918.743434343431,900.0,59725.7,30173.12424242425
5644,981127,276084,36,7669,,monthly issuance,970808,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,34,True,640313,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,classic,980725,10500.0,57631.4,142.0,14.6,69018.0,10721.933802816902,1100.0,132186.8,58466.19366197177
6856,981201,163332,36,4537,,monthly issuance,970914,18,south Bohemia,70699,60,13,2,1,4,65.3,8968,6.43,3.35,131,1358.0,1910,61,False,371208,18,south Bohemia,70699,60,13,2,1,4,65.3,8968,6.43,3.35,131,1358.0,1910,no card,0,81.1,17581.7,66.0,14.6,48983.0,8457.218181818178,600.0,69553.7,29463.69090909093
5428,981202,230220,36,6395,,monthly issuance,970208,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,48,False,500126,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,classic,971230,274.7,94171.5,153.0,5.4,58400.0,15620.818300653598,200.0,141146.2,64923.162745098016
5027,981202,160920,36,4470,,monthly issuance,971208,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,27,False,711019,38,north Bohemia,85852,41,23,4,2,4,59.8,8965,6.43,8.23,104,1358.0,2822,classic,981013,188.5,48339.6,59.0,14.6,40234.0,11120.55254237288,700.0,74906.0,51649.39830508475
4989,981205,352704,48,7348,,monthly issuance,970710,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,48,True,501227,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,classic,980607,12100.0,35875.3,56.0,14.6,49101.0,8582.460714285711,800.0,74693.6,30797.4875
5221,981205,52512,12,4376,,monthly issuance,970702,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,54,False,441215,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,no card,0,14.6,41035.4,87.0,10.9,49972.0,12491.751724137926,1000.0,120419.7,59684.29885057478
6402,981206,139488,24,5812,,weekly issuance,970512,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,29,False,690904,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,no card,0,25500.0,47956.3,104.0,30.0,52305.0,13016.101923076922,1100.0,95976.0,46755.30576923074
5346,981206,55632,24,2318,,monthly issuance,970302,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,50,False,481218,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,14.6,38449.2,114.0,14.6,23522.0,6040.260526315788,500.0,52896.1,29645.32017543858
6748,981208,240900,60,4015,,monthly issuance,970623,60,south Moravia,110643,49,41,4,1,4,51.9,8441,6.43,4.48,115,1358.0,2252,49,True,490825,60,south Moravia,110643,49,41,4,1,4,51.9,8441,6.43,4.48,115,1358.0,2252,no card,0,8919.0,19813.8,120.0,14.6,25394.0,5047.0625,700.0,59731.2,26268.189999999984
